Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,id,object,result_position,task_id,internal_unique_id,tweet_url,original_tweet_url,name,user_id,username,published_at,content,views_count,retweet_count,likes,quote_count,reply_count,bookmarks_count,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,is_retweeted,is_quoted,collected_at,input_url
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-01 since:2019-12-31&src=typed_query",V. Torres Montalvo 🇵🇷,https://x.com/Motinsitepegas,Motinsitepegas,False,2019-12-31 23:17:22+00:00,False,"#TemblorPR En efecto, volvió a temblar en el suroeste de Puerto Rico. 

Según USGS, preliminarmente fue uno de magnitud 4.5 al sur de Yauco. 10 kilómetros de profundidad. NO hay amenaza de tsunami. https://t.co/4AduFJmWrX",1.2121507850495508e+18,https://x.com/Motinsitepegas/status/1212150785049550848,1.0,22.0,13.0,0.0,0.0,https://pbs.twimg.com/media/ENJstqRXYAMzChh.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-01 since:2019-12-31&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2019-12-31 23:14:47+00:00,False,"#TemblorPR A 4.50 magnitude earthquake has occurred near Maria Antonia, Puerto Rico at 23:07 UTC! https://t.co/PjdKSyQM6B https://t.co/8u2PhPwfiH",1.212150133707567e+18,https://x.com/TemblorPR/status/1212150133707567104,0.0,15.0,15.0,0.0,0.0,https://pbs.twimg.com/media/ENJsHTdWoAMtzjq.jpg,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-03 since:2020-01-02&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-02 21:05:59+00:00,False,"23 min.ago #earthquake 4.9 has hit Guayanilla, Puerto Rico, 6.2mi, 4:42 PM AST (USGS) https://t.co/xEyMbEXoY8 #TemblorPR Shake Map https://t.co/dhU3iyTuPO",1.212842498273534e+18,https://x.com/TemblorPR/status/1212842498273533957,0.0,9.0,7.0,0.0,0.0,https://pbs.twimg.com/media/ENTh0CIWsAAvDlW.jpg,False,,,,,tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-03 since:2020-01-02&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-02 20:55:07+00:00,False,"12 min.ago #earthquake 4.9 has hit Guayanilla, Puerto Rico, 6.2mi, 4:42 PM AST (USGS) https://t.co/xEyMbEXoY8 #TemblorPR https://t.co/JRqIz4RMA2",1.212839760542212e+18,https://x.com/TemblorPR/status/1212839760542212097,0.0,6.0,4.0,0.0,0.0,https://pbs.twimg.com/media/ENTfVQmXUAI4Lah.jpg,False,,,,,tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-03 since:2020-01-02&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-02 23:58:39+00:00,False,4.5 quake hits Puerto Rico amid rare seismic activity #TemblorPR INFO  https://t.co/3dfsF0S8AB,1.212885950147289e+18,https://x.com/TemblorPR/status/1212885950147289099,0.0,8.0,11.0,0.0,1.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-04 since:2020-01-03&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-03 03:56:53+00:00,False,"15 min.ago #earthquake 4.9 has hit Guayanilla, Puerto Rico, 3.1mi, 11:41 PM AST (USGS) https://t.co/Jri3KZ4d0D #TemblorPR https://t.co/SkAtVp3OOr",1.2129459023877734e+18,https://x.com/TemblorPR/status/1212945902387773440,0.0,9.0,10.0,0.0,0.0,https://pbs.twimg.com/media/ENU_2BtXkAEl2qL.jpg,False,,,,,tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-04 since:2020-01-03&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-03 03:50:02+00:00,False,"A 4.90 magnitude earthquake has occurred near Indios, Puerto Rico at 1/2/20, 11:41 PM! #TemblorPR  https://t.co/BBM2N0Ipiy",1.2129441795103375e+18,https://x.com/TemblorPR/status/1212944179510337537,1.0,19.0,17.0,0.0,0.0,,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-04 since:2020-01-03&src=typed_query",|Abdiel Bonilla|,https://x.com/AbdielBonillaPR,AbdielBonillaPR,False,2020-01-03 03:53:11+00:00,False,El sismo al sur de Puerto Rico (11:41pm) fue de magnitud 4.9 con profundidad de 5 kilómetros. #TemblorPR,1.2129449713362084e+18,https://x.com/AbdielBonillaPR/status/1212944971336208384,1.0,7.0,5.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Spectrum Bay News 9 Weather,https://x.com/bn9weather,bn9weather,False,2020-01-06 14:19:46+00:00,False,"EARTHQUAKE: Magnitude 5.8 struck 16 miles southwest of Ponce, Puerto Rico, There are reports of significant damage to homes around the southwestern coastal town of Guanica. #Earthquake #PuertoRico https://t.co/hry7z6f0VM",1.2141898193095148e+18,https://x.com/bn9weather/status/1214189819309514753,8.0,19.0,23.0,0.0,1.0,https://pbs.twimg.com/amplify_video_thumb/1214189747687411712/img/QjVL4AuV-WAO66tB.jpg,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-06 10:41:23+00:00,False,"8 min.ago #earthquake 5.7 has hit Carenero Barrio (Guánica), Puerto Rico, 8.0mi, 6:32 AM AST (USGS) https://t.co/0Lv0o7OugK #TemblorPR https://t.co/elNvvb6Flk",1.2141348638775624e+18,https://x.com/TemblorPR/status/1214134863877562368,0.0,30.0,21.0,0.0,0.0,https://pbs.twimg.com/media/ENl5OGBX0AAaGOK.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Luis López González,https://x.com/llopezglez,llopezglez,False,2020-01-06 17:01:16+00:00,False,"Un temblor de magnitud 5.8, registrado este lunes a las 06H32 en Puerto Rico, dejó graves destrozos en la isla, de acuerdo con publicaciones en las redes sociales.  #PuertoRico #TemblorPR 
https://t.co/94ojaTgOM0 https://t.co/zN2RJuTCs7",1.2142304623417508e+18,https://x.com/llopezglez/status/1214230462341750784,0.0,5.0,4.0,0.0,0.0,https://pbs.twimg.com/media/ENnQKqSXUAAEY8R.png,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-06 11:01:05+00:00,False,"28 min.ago #earthquake 5.7 has hit Boca Barrio (Guayanilla), Puerto Rico, 6.2mi, 6:32 AM AST (USGS) https://t.co/TPQhoZlsPN #TemblorPR Felt Map https://t.co/unPBNRL92z",1.2141398225725276e+18,https://x.com/TemblorPR/status/1214139822572527616,0.0,11.0,18.0,0.0,0.0,https://pbs.twimg.com/media/ENl9umCXYAE8VmJ.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Somos Bayamo,https://x.com/BayamoSomos,BayamoSomos,False,2020-01-06 15:43:52+00:00,False,"El sismo de magnitud 5,7 que la mañana de este lunes ha azotado Puerto Rico #EEUU con el epicentro situado a 21 kilómetros al sur del municipio de Indios, ha dejado graves destrozos en las islas, como se aprecia en distintas imágenes difundidas.
#PuertoRico 
#Cuba
#Bayamo https://t.co/eQ6NxU3xCF",1.2142109868712714e+18,https://x.com/BayamoSomos/status/1214210986871271425,1.0,6.0,9.0,0.0,0.0,https://pbs.twimg.com/media/ENm-cs_UEAAQxaQ.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-06 14:59:04+00:00,False,"7 min.ago #earthquake 5.1 has hit Canas Barrio (Ponce), Puerto Rico, 6.2mi, 10:51 AM AST (USGS) https://t.co/itRAAEDS5G #TemblorPR https://t.co/8ynFVwkEE2",1.2141997094489866e+18,https://x.com/TemblorPR/status/1214199709448986624,0.0,9.0,4.0,0.0,0.0,https://pbs.twimg.com/media/ENm0MrnU0AA4NQJ.jpg,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Juan Carlos Pedreira,https://x.com/juancpedreira,juancpedreira,True,2020-01-06 10:50:46+00:00,False,Data del sismógrafo en la zona de Cabo Rojo que registró el temblor al sur de Puerto Rico #temblorpr👑 https://t.co/U3mxlv3KzH,1.2141372250945454e+18,https://x.com/juancpedreira/status/1214137225094545409,3.0,12.0,18.0,0.0,0.0,https://pbs.twimg.com/media/ENl7Xp9WsAA_Y4x.jpg;https://pbs.twimg.com/media/ENl7Xp9WoAExnjH.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Geól. Sergio Almazán,https://x.com/chematierra,chematierra,True,2020-01-06 15:02:37+00:00,False,"#Nuevo #Sismo en #PuertoRico 🇵🇷 (réplica)
•M5.1 (moderado)
•Prof 10km
•Epicentro: 9km al S de Tallaboa, Puerto Rico.
Ene 6/10:51h
https://t.co/WqfeKh5YLQ https://t.co/aqNeR5aCAC",1.2142006024163533e+18,https://x.com/chematierra/status/1214200602416353283,0.0,11.0,17.0,0.0,0.0,https://pbs.twimg.com/media/ENm1AkAUUAEW40h.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Geól. Sergio Almazán,https://x.com/chematierra,chematierra,True,2020-01-06 11:34:31+00:00,False,"#Sismo frente a la costa sur de Puerto Rico 🇵🇷 
•M5.7 (moderado-fuerte)
•Prof 10km
•Epicentro: 13km al SSE de Indios, #PuertoRico
#Tsunami: no reúne condiciones 
Dic 6/06:32h
https://t.co/fnyhYfejck https://t.co/V0P2FdjaKm",1.2141482329154232e+18,https://x.com/chematierra/status/1214148232915423232,1.0,25.0,44.0,0.0,0.0,https://pbs.twimg.com/media/ENmFYL_U4AAo4_w.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",TuiteroSismico𝕏,https://x.com/TuiteroSismico,TuiteroSismico,True,2020-01-06 15:29:57+00:00,False,"Fuerte Sismo 5.7 en Puerto Rico
Y Réplica de 5.0 más varios sismos menores hasta el momento
#earthquake #Temblor #PuertoRico https://t.co/XuKWl89p2Y",1.214207482828075e+18,https://x.com/TuiteroSismico/status/1214207482828075008,3.0,26.0,50.0,0.0,0.0,https://pbs.twimg.com/media/ENm7Pw-U4AI_LeC.jpg;https://pbs.twimg.com/media/ENm7QmxUcAEAkAk.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Monitor Sismico,https://x.com/MonitorSismico,MonitorSismico,False,2020-01-06 10:40:15+00:00,False,"#Sismo M 5.7 21km S of Indios, #Puerto #Rico. 06-01-2020 10:32 UTC https://t.co/i1ZmN9dRhh #Temblor #USGS #Earthquake #PuertoRico https://t.co/4LCJqwc7yd",1.2141345760475218e+18,https://x.com/MonitorSismico/status/1214134576047521793,0.0,3.0,3.0,0.0,0.0,https://pbs.twimg.com/media/ENl49mJUcAUzLiU.png,False,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Informe Sismico,https://x.com/InformeSismico,InformeSismico,False,2020-01-06 14:58:59+00:00,False,"Nuevo #Sismo en #PuertoRico

Preliminar

M5.1 - Pf 10 km
9km S of Tallaboa, Puerto Rico
Fecha 06-01-2020 
Hora 14:51:17 UTC
Latitud: 17.91° [N]
Longitud: 66.720 [W] https://t.co/KATmsymjRA",1.2141996887291576e+18,https://x.com/InformeSismico/status/1214199688729157632,1.0,4.0,1.0,0.0,0.0,https://pbs.twimg.com/media/ENm0LYPVUAY5t2r.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Luis Joel Méndez González (he/him),https://x.com/m_joel17,m_joel17,False,2020-01-06 14:49:29+00:00,False,"Las Ruinas del Faro de Guánica, construido en 1982, perdió una de sus paredes luego del terremoto magnitud 5.8 que sacudió a Puerto Rico esta mañana a las 6:32 a.m. Este antiguo edificio se encuentra ubicado en la Bahía de Guánica. 

📸| Alexis Pabón Diaz

#TemblorPR https://t.co/AOjFIQvPFJ",1.214197301142532e+18,https://x.com/m_joel17/status/1214197301142532097,8.0,59.0,47.0,0.0,0.0,https://pbs.twimg.com/media/ENmyAFMUEAIcHxF.jpg;https://pbs.twimg.com/media/ENmyAFLU0AA-ZGX.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-07 since:2020-01-06&src=typed_query",Aixa Vázquez Camacho,https://x.com/aixavaz,aixavaz,False,2020-01-06 12:16:48+00:00,False,"La @redsismica informa que el temblor de 5.8 fue la combinación de 10 temblores simultáneos, un evento sin precedentes desde que se recopila esta data en Puerto Rico. #TemblorPR",1.214158875785605e+18,https://x.com/aixavaz/status/1214158875785605121,9.0,307.0,304.0,0.0,3.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
