Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,id,object,result_position,task_id,internal_unique_id,tweet_url,original_tweet_url,name,user_id,username,published_at,content,views_count,retweet_count,likes,quote_count,reply_count,bookmarks_count,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,is_retweeted,is_quoted,collected_at,input_url
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Periódico Granma,https://x.com/Granma_Digital,Granma_Digital,False,2020-01-07 00:00:00+00:00,False,"El sismo de magnitud 5,7 que la mañana de este lunes ha azotado #PuertoRico (#EE.UU.), con el epicentro situado a 21 kilómetros al sur del municipio de Indios, ha dejado graves destrozos en las islas.
https://t.co/845frwHqRV https://t.co/hF7d3ArpRE",1.214335840131801e+18,https://x.com/Granma_Digital/status/1214335840131801091,0.0,13.0,8.0,0.0,0.0,https://pbs.twimg.com/media/ENoTEAhWoAAAgEU.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",V. Torres Montalvo 🇵🇷,https://x.com/Motinsitepegas,Motinsitepegas,False,2020-01-07 08:50:27+00:00,False,"#TemblorPR Apagón general en Puerto Rico debido al nuevo terremoto de magnitud 6.5, reportado al sur de la isla.

AEE informa que las plantas salieron de servicio como medida de seguridad. https://t.co/0Dvr3w0ZiO",1.214469335483388e+18,https://x.com/Motinsitepegas/status/1214469335483387904,2.0,23.0,16.0,0.0,0.0,https://pbs.twimg.com/media/ENqpbB2W4AEn7Mb.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",V. Torres Montalvo 🇵🇷,https://x.com/Motinsitepegas,Motinsitepegas,False,2020-01-07 08:48:53+00:00,False,"#TemblorPR CONFIRMADO - Terremoto de 6.5 estremece a todo Puerto Rico y deja sin luz a la isla. Según el United States Geological Survey (USGS), este temblor fue de magnitud 6.5 y se registró a 5 kilómetros al sur de Guayanilla.

Profundidad de 10km. No hay alerta de tsunami. https://t.co/DkgBtw5SJ7",1.2144689391342264e+18,https://x.com/Motinsitepegas/status/1214468939134226434,3.0,59.0,43.0,0.0,1.0,https://pbs.twimg.com/media/ENqpD-AWoAA0lAh.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Cubadebate,https://x.com/cubadebatecu,cubadebatecu,False,2020-01-07 14:40:07+00:00,False,"Terremotos sacuden #PuertoRico: Se reporta un muerto, varios heridos y daños materiales (+... https://t.co/lFjbvdvypO #terremoto",1.2145573287766876e+18,https://x.com/cubadebatecu/status/1214557328776687617,1.0,11.0,11.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-07 11:55:09+00:00,False,"36 min.ago #earthquake 5.8 has hit Encarnación Barrio (Peñuelas), Puerto Rico, 6.2mi, 7:18 AM AST (USGS) https://t.co/mWIIxhcYan #TemblorPR https://t.co/ROzhEiTlFr",1.214515814398931e+18,https://x.com/TemblorPR/status/1214515814398930951,0.0,5.0,8.0,0.0,0.0,https://pbs.twimg.com/media/ENrTq4WXYAA0ofY.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",El Nuevo Diario,https://x.com/elnuevodiariord,elnuevodiariord,True,2020-01-07 17:11:52+00:00,False,"El terremoto en Puerto Rico destruye una histórica iglesia de 1841

https://t.co/sM4Mv0HoKF

#ElNuevoDiarioRD           #PuertoRico https://t.co/9sfSeoUx0S",1.2145955174072689e+18,https://x.com/elnuevodiariord/status/1214595517407268865,0.0,14.0,11.0,0.0,0.0,https://pbs.twimg.com/media/ENscLxhWkAA9bMT.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Monitor Sismico,https://x.com/MonitorSismico,MonitorSismico,False,2020-01-07 08:34:10+00:00,False,"#Sismo M 6.6 10km S of Indios, #Puerto #Rico. 07-01-2020 08:24 UTC https://t.co/IogDjQD5bw #Temblor #USGS #Earthquake #PuertoRico https://t.co/eek7lGzd9A",1.2144652372203848e+18,https://x.com/MonitorSismico/status/1214465237220384768,0.0,10.0,6.0,0.0,0.0,https://pbs.twimg.com/media/ENqlsn5U8AAQF0T.png,False,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",La Prensa del Táchira,https://x.com/LaPrensaTachira,LaPrensaTachira,False,2020-01-07 12:29:49+00:00,False,"#ATENCIÓN🚨Fuerte sismo sacude Puerto Rico nuevamente este #7Ene. La Red Sísmica de Puerto Rico (RSPR) reportó que un sismo de magnitud 6.5 grados se registró a las 4:24 de la madrugada de este martes 
#PuertoRico 
#Sismo

📹Vía: @ExtraVzla https://t.co/lJAIeci42P",1.214524537863377e+18,https://x.com/LaPrensaTachira/status/1214524537863376896,1.0,4.0,4.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214524496092250113/pu/img/HGXFoADRFuwI8aYv.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Travel.gc.ca,https://x.com/TravelGoC,TravelGoC,False,2020-01-07 16:27:38+00:00,False,#PuertoRico: A 6.5-magnitude earthquake struck near #Ponce. There are reports of some damage and power outages. Aftershocks could occur. Monitor local media and follow the advice of authorities. https://t.co/HnXAHhI6rk https://t.co/m0fmT4MMwY,1.2145843884381102e+18,https://x.com/TravelGoC/status/1214584388438110208,0.0,9.0,8.0,0.0,0.0,https://pbs.twimg.com/media/ENsSEE5W4AA0o2j.jpg,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",TemblorPR,https://x.com/TemblorPR,TemblorPR,False,2020-01-07 09:07:59+00:00,False,"43 min.ago #earthquake 6.5 has hit Encarnación Barrio (Peñuelas), Puerto Rico, 6.2mi, 4:24 AM AST (USGS) https://t.co/kc1fAmtxKb Preliminary #TemblorPR https://t.co/JpY5KOEZ9T",1.214473746687447e+18,https://x.com/TemblorPR/status/1214473746687447040,0.0,8.0,8.0,0.0,0.0,https://pbs.twimg.com/media/ENqtbzQXkAIgfcv.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",NotiCentro,https://x.com/NoticentroWAPA,NoticentroWAPA,False,2020-01-07 09:51:20+00:00,False,Cobertura especial sobre el terremoto que sacudió a Puerto Rico disponible en https://t.co/DXc0N30XPi y en FB Live de Noticentro y Wapa Tv #TemblorPR #TerremotoPR #PuertoRicoEarthquake,1.2144846572130017e+18,https://x.com/NoticentroWAPA/status/1214484657213001728,3.0,21.0,28.0,0.0,3.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Monitor Sismico,https://x.com/MonitorSismico,MonitorSismico,False,2020-01-07 11:24:11+00:00,False,"#Sismo M 6 2km S of Indios, #Puerto #Rico. 07-01-2020 11:18 UTC https://t.co/7O2qHB9c2T #Temblor #USGS #Earthquake #PuertoRico https://t.co/njFNtnA0Fg",1.2145080234790625e+18,https://x.com/MonitorSismico/status/1214508023479062533,0.0,8.0,2.0,0.0,0.0,https://pbs.twimg.com/media/ENrMnHiU0AEEnAv.png,False,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",∼Marietta,https://x.com/MariettaDaviz,MariettaDaviz,True,2020-01-07 00:05:16+00:00,False,"A Magnitude 5.8 earthquake today 9 miles from Guanica, Guánica, Puerto Rico damaged some homes &amp; destroyed an unusual natural rock formation known as Punta Ventana.

Way to go 2020, now the earth has a broken heart.
#PuntaVentana 
#earthquake
#PuertoRico 
#heartbreaking https://t.co/lzGwFXd16v",1.2143371653180867e+18,https://x.com/MariettaDaviz/status/1214337165318086657,4.0,22.0,39.0,0.0,0.0,https://pbs.twimg.com/media/ENoxNjOW4AIFWY9.jpg;https://pbs.twimg.com/media/ENoxN1CXYAMJyXd.jpg,False,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Telemundo,https://x.com/Telemundo,Telemundo,True,2020-01-07 18:07:33+00:00,False,"🇵🇷 ""Nunca he tenido tanto miedo en mi vida"". Declaran estado de emergencia en #PuertoRico después del #earthquake que dejó al menos un muerto.

Más información 👉🏻 https://t.co/KdWr5oBZWi https://t.co/LahmV0SDkC",1.2146095320197284e+18,https://x.com/Telemundo/status/1214609532019728384,1.0,11.0,18.0,0.0,0.0,https://pbs.twimg.com/media/ENso7mxWsAApt4a.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Noticiasrst,https://x.com/7_Resistencia,7_Resistencia,False,2020-01-07 17:13:50+00:00,False,"ÚLTIMA HORA: Otro gran sismo sacudió la costa de Puerto Rico. Este fue de magnitud 6,0, según un reporte preliminar del Servicio Geológico de Estados Unidos
#noticias #rst #puertorico #sismo #temblor https://t.co/uhPW0Aax48",1.2145960132702577e+18,https://x.com/7_Resistencia/status/1214596013270257664,1.0,9.0,3.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214576436062937090/pu/img/M2UeVzrszVXPV-MV.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Diario Libre,https://x.com/DiarioLibre,DiarioLibre,True,2020-01-07 12:14:24+00:00,False,"Tercer temblor sacude a Puerto Rico 

#DL #DiarioLibre #Actualidad #Sismo #PuertoRico #Temblor  https://t.co/fR752YdOwa",1.214520661168853e+18,https://x.com/DiarioLibre/status/1214520661168852993,0.0,6.0,4.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Unreal Post,https://x.com/unrealpost,unrealpost,False,2020-01-07 11:30:15+00:00,False,"#earthquake 6.0 magnitude  (#sismo) strikes 75 km SW of San Juan (Puerto Rico) 9 min ago.
#earthquake #PuertoRico https://t.co/ZfiBJSDMSe",1.2145095464937267e+18,https://x.com/unrealpost/status/1214509546493726720,0.0,5.0,0.0,0.0,0.0,https://pbs.twimg.com/media/ENrN_iVU4AAjX4Y.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Diario Libre,https://x.com/DiarioLibre,DiarioLibre,True,2020-01-07 11:10:31+00:00,False,"|#Sismo |Un nuevo temblor de 6,6 sacude el sur de Puerto Rico 

#Dl #DiarioLibre #Internacional #PuertoRico  https://t.co/KDTm5bdnKy",1.2145045824806134e+18,https://x.com/DiarioLibre/status/1214504582480613376,1.0,16.0,8.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",EP Internacional,https://x.com/EPinternacional,EPinternacional,True,2020-01-07 14:02:49+00:00,False,"Un muerto por un terremoto de magnitud 6,4 en #PuertoRico https://t.co/ggmFjq7nqv",1.2145479415973683e+18,https://x.com/EPinternacional/status/1214547941597368320,1.0,16.0,22.0,0.0,1.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Noticias Venevision,https://x.com/noticierovv,noticierovv,True,2020-01-07 12:12:00+00:00,False,"Temblor de magnitud 5,8 derrumba varias viviendas en zonas de Puerto Rico https://t.co/Ry1xGAjbj2

#Derrumbes #PuertoRico #Sismo #NoticieroVenevision #NoticieroVV https://t.co/xi9VD9sXPd",1.214520055456772e+18,https://x.com/noticierovv/status/1214520055456772096,1.0,11.0,3.0,0.0,0.0,https://pbs.twimg.com/media/ENnAhbEUwAMXoII.jpg,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Teleamazonas,https://x.com/teleamazonasec,teleamazonasec,True,2020-01-07 12:10:03+00:00,False,Un #sismo vuelve a remecer #PuertoRico tras horas de réplicas https://t.co/2r8fkS6Cbg,1.2145195651343114e+18,https://x.com/teleamazonasec/status/1214519565134311426,5.0,15.0,13.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5","https://x.com/search?q=""""Puerto Rico"""" (terremoto OR temblor OR sismo OR réplica OR Guánica OR Ponce OR Yauco OR daño OR apagón OR ayuda OR evacuación) (##temblorPR OR ##sismoPR OR ##terremotoPR OR ##PuertoRico OR ##PRSeLevanta OR ##FuerzaPR) min_retweets:5 until:2020-01-08 since:2020-01-07&src=typed_query",Univision Noticias,https://x.com/UniNoticias,UniNoticias,True,2020-01-07 10:08:34+00:00,False,"Fuerte sismo en #PuertoRico:
➡️ Hay daños en la infraestructura eléctrica y la isla está a oscuras.
➡️ La gobernadora Wanda Vásquez suspendió actividades en el sector público por hoy.
➡️ La intensidad del sismo fue rebajada de 6.6 a 6.5 por el USGS. 

https://t.co/qLTnKQb2Ka",1.2144889923238994e+18,https://x.com/UniNoticias/status/1214488992323899393,0.0,94.0,62.0,0.0,0.0,,False,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
